n,grp,estimate,p.value,mntc_distinv,mntc_tier2
5,x51324y24315,0,1,0.3999999999999999,"(-0.001,0.5]"
5,x51324y24351,-0.7999999999999998,0.13333333333333333,0.09999999999999998,"(-0.001,0.5]"
5,x51324y24513,-0.19999999999999996,0.7833333333333333,0.25,"(-0.001,0.5]"
5,x51324y24531,-0.5999999999999999,0.35,0.050000000000000044,"(-0.001,0.5]"
5,x51324y25134,-0.4999999999999999,0.45,0.32499999999999996,"(-0.001,0.5]"
5,x51324y25143,-0.6999999999999998,0.23333333333333334,0.17500000000000004,"(-0.001,0.5]"
5,x51324y25314,-0.29999999999999993,0.6833333333333333,0.4750000000000001,"(-0.001,0.5]"
5,x51324y25341,-0.8999999999999998,0.08333333333333333,0.125,"(-0.001,0.5]"
5,x51324y25413,-0.3999999999999999,0.5166666666666667,0.30000000000000004,"(-0.001,0.5]"
5,x51324y25431,-0.7999999999999998,0.13333333333333333,0.09999999999999998,"(-0.001,0.5]"
5,x51324y31245,0.4999999999999999,0.45,0.4750000000000001,"(-0.001,0.5]"
5,x51324y31254,0.29999999999999993,0.6833333333333333,0.5249999999999999,"(0.5,1]"
5,x51324y31425,0.6999999999999998,0.23333333333333334,0.575,"(0.5,1]"
5,x51324y31452,0.09999999999999998,0.95,0.32499999999999996,"(-0.001,0.5]"
5,x51324y31524,0.5999999999999999,0.35,0.6000000000000001,"(0.5,1]"
5,x51324y31542,0.19999999999999996,0.7833333333333333,0.30000000000000004,"(-0.001,0.5]"
5,x51324y32145,0.29999999999999993,0.6833333333333333,0.375,"(-0.001,0.5]"
5,x51324y32154,0.09999999999999998,0.95,0.42500000000000004,"(-0.001,0.5]"
5,x51324y32415,0.5999999999999999,0.35,0.5,"(-0.001,0.5]"
5,x51324y32451,-0.19999999999999996,0.7833333333333333,0.19999999999999996,"(-0.001,0.5]"
5,x51324y32514,0.4999999999999999,0.45,0.5249999999999999,"(0.5,1]"
5,x51324y32541,-0.09999999999999998,0.95,0.17500000000000004,"(-0.001,0.5]"
5,x51324y34125,0.09999999999999998,0.95,0.42500000000000004,"(-0.001,0.5]"
5,x51324y34152,-0.4999999999999999,0.45,0.17500000000000004,"(-0.001,0.5]"
5,x51324y34215,0.19999999999999996,0.7833333333333333,0.44999999999999996,"(-0.001,0.5]"
5,x51324y34251,-0.5999999999999999,0.35,0.1499999999999999,"(-0.001,0.5]"
5,x51324y34512,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x51324y34521,-0.29999999999999993,0.6833333333333333,0.2250000000000001,"(-0.001,0.5]"
5,x51324y35124,-0.19999999999999996,0.7833333333333333,0.5,"(-0.001,0.5]"
5,x51324y35142,-0.5999999999999999,0.35,0.19999999999999996,"(-0.001,0.5]"
5,x51324y35214,-0.09999999999999998,0.95,0.5249999999999999,"(0.5,1]"
5,x51324y35241,-0.6999999999999998,0.23333333333333334,0.17500000000000004,"(-0.001,0.5]"
5,x51324y35412,-0.29999999999999993,0.6833333333333333,0.32499999999999996,"(-0.001,0.5]"
5,x51324y35421,-0.4999999999999999,0.45,0.2749999999999999,"(-0.001,0.5]"
5,x51324y41235,0.7999999999999998,0.13333333333333333,0.6499999999999999,"(0.5,1]"
5,x51324y41253,0.3999999999999999,0.5166666666666667,0.55,"(0.5,1]"
5,x51324y41325,0.8999999999999998,0.08333333333333333,0.7749999999999999,"(0.5,1]"
5,x51324y41352,0.29999999999999993,0.6833333333333333,0.5249999999999999,"(0.5,1]"
5,x51324y41523,0.6999999999999998,0.23333333333333334,0.625,"(0.5,1]"
5,x51324y41532,0.4999999999999999,0.45,0.4750000000000001,"(-0.001,0.5]"
5,x51324y42135,0.5999999999999999,0.35,0.55,"(0.5,1]"
5,x51324y42153,0.19999999999999996,0.7833333333333333,0.44999999999999996,"(-0.001,0.5]"
5,x51324y42315,0.7999999999999998,0.13333333333333333,0.7,"(0.5,1]"
5,x51324y42351,0,1,0.3999999999999999,"(-0.001,0.5]"
5,x51324y42513,0.5999999999999999,0.35,0.55,"(0.5,1]"
5,x51324y42531,0.19999999999999996,0.7833333333333333,0.3500000000000001,"(-0.001,0.5]"
5,x51324y43125,0.4999999999999999,0.45,0.575,"(0.5,1]"
5,x51324y43152,-0.09999999999999998,0.95,0.32499999999999996,"(-0.001,0.5]"
5,x51324y43215,0.5999999999999999,0.35,0.6000000000000001,"(0.5,1]"
5,x51324y43251,-0.19999999999999996,0.7833333333333333,0.30000000000000004,"(-0.001,0.5]"
5,x51324y43512,0.29999999999999993,0.6833333333333333,0.42500000000000004,"(-0.001,0.5]"
5,x51324y43521,0.09999999999999998,0.95,0.375,"(-0.001,0.5]"
5,x51324y45123,-0.09999999999999998,0.95,0.5249999999999999,"(0.5,1]"
5,x51324y45132,-0.29999999999999993,0.6833333333333333,0.375,"(-0.001,0.5]"
5,x51324y45213,0,1,0.55,"(0.5,1]"
5,x51324y45231,-0.3999999999999999,0.5166666666666667,0.3500000000000001,"(-0.001,0.5]"
5,x51324y45312,-0.09999999999999998,0.95,0.5249999999999999,"(0.5,1]"
5,x51324y45321,-0.29999999999999993,0.6833333333333333,0.4750000000000001,"(-0.001,0.5]"
5,x51324y51234,0.8999999999999998,0.08333333333333333,0.875,"(0.5,1]"
5,x51324y51243,0.6999999999999998,0.23333333333333334,0.7250000000000001,"(0.5,1]"
5,x51324y51324,0.9999999999999998,0.016666666666666666,1,"(0.5,1]"
5,x51324y51342,0.5999999999999999,0.35,0.7,"(0.5,1]"
5,x51324y51423,0.8999999999999998,0.08333333333333333,0.825,"(0.5,1]"
5,x51324y51432,0.6999999999999998,0.23333333333333334,0.675,"(0.5,1]"
5,x51324y52134,0.6999999999999998,0.23333333333333334,0.7749999999999999,"(0.5,1]"
5,x51324y52143,0.4999999999999999,0.45,0.625,"(0.5,1]"
5,x51324y52314,0.8999999999999998,0.08333333333333333,0.925,"(0.5,1]"
5,x51324y52341,0.29999999999999993,0.6833333333333333,0.575,"(0.5,1]"
5,x51324y52413,0.7999999999999998,0.13333333333333333,0.75,"(0.5,1]"
5,x51324y52431,0.3999999999999999,0.5166666666666667,0.55,"(0.5,1]"
5,x51324y53124,0.5999999999999999,0.35,0.8,"(0.5,1]"
5,x51324y53142,0.19999999999999996,0.7833333333333333,0.5,"(-0.001,0.5]"
5,x51324y53214,0.6999999999999998,0.23333333333333334,0.825,"(0.5,1]"
5,x51324y53241,0.09999999999999998,0.95,0.4750000000000001,"(-0.001,0.5]"
5,x51324y53412,0.4999999999999999,0.45,0.625,"(0.5,1]"
5,x51324y53421,0.29999999999999993,0.6833333333333333,0.575,"(0.5,1]"
5,x51324y54123,0.29999999999999993,0.6833333333333333,0.675,"(0.5,1]"
5,x51324y54132,0.09999999999999998,0.95,0.5249999999999999,"(0.5,1]"
5,x51324y54213,0.3999999999999999,0.5166666666666667,0.7,"(0.5,1]"
5,x51324y54231,0,1,0.5,"(-0.001,0.5]"
5,x51324y54312,0.29999999999999993,0.6833333333333333,0.675,"(0.5,1]"
5,x51324y54321,0.09999999999999998,0.95,0.625,"(0.5,1]"
5,x51342y12345,-0.29999999999999993,0.6833333333333333,0.32499999999999996,"(-0.001,0.5]"
5,x51342y12354,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x51342y12435,-0.3999999999999999,0.5166666666666667,0.1499999999999999,"(-0.001,0.5]"
5,x51342y12453,0,1,0.25,"(-0.001,0.5]"
5,x51342y12534,-0.29999999999999993,0.6833333333333333,0.125,"(-0.001,0.5]"
5,x51342y12543,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x51342y13245,-0.4999999999999999,0.45,0.2250000000000001,"(-0.001,0.5]"
5,x51342y13254,-0.29999999999999993,0.6833333333333333,0.17500000000000004,"(-0.001,0.5]"
5,x51342y13425,-0.6999999999999998,0.23333333333333334,0.025000000000000022,"(-0.001,0.5]"
5,x51342y13452,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x51342y13524,-0.5999999999999999,0.35,0,"(-0.001,0.5]"
5,x51342y13542,-0.19999999999999996,0.7833333333333333,0.30000000000000004,"(-0.001,0.5]"
5,x51342y14235,-0.7999999999999998,0.13333333333333333,0.09999999999999998,"(-0.001,0.5]"
5,x51342y14253,-0.3999999999999999,0.5166666666666667,0.19999999999999996,"(-0.001,0.5]"
5,x51342y14325,-0.8999999999999998,0.08333333333333333,0.07499999999999996,"(-0.001,0.5]"
5,x51342y14352,-0.29999999999999993,0.6833333333333333,0.32499999999999996,"(-0.001,0.5]"
5,x51342y14523,-0.6999999999999998,0.23333333333333334,0.025000000000000022,"(-0.001,0.5]"
5,x51342y14532,-0.4999999999999999,0.45,0.17500000000000004,"(-0.001,0.5]"
5,x51342y15234,-0.8999999999999998,0.08333333333333333,0.125,"(-0.001,0.5]"
5,x51342y15243,-0.6999999999999998,0.23333333333333334,0.2749999999999999,"(-0.001,0.5]"
5,x51342y15324,-0.9999999999999998,0.016666666666666666,0.09999999999999998,"(-0.001,0.5]"
5,x51342y15342,-0.5999999999999999,0.35,0.3999999999999999,"(-0.001,0.5]"
5,x51342y15423,-0.8999999999999998,0.08333333333333333,0.07499999999999996,"(-0.001,0.5]"
5,x51342y15432,-0.6999999999999998,0.23333333333333334,0.2250000000000001,"(-0.001,0.5]"
5,x51342y21345,0.09999999999999998,0.95,0.4750000000000001,"(-0.001,0.5]"
5,x51342y21354,0.29999999999999993,0.6833333333333333,0.42500000000000004,"(-0.001,0.5]"
5,x51342y21435,0,1,0.30000000000000004,"(-0.001,0.5]"
5,x51342y21453,0.3999999999999999,0.5166666666666667,0.3999999999999999,"(-0.001,0.5]"
5,x51342y21534,0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x51342y21543,0.29999999999999993,0.6833333333333333,0.42500000000000004,"(-0.001,0.5]"
5,x51342y23145,-0.29999999999999993,0.6833333333333333,0.2749999999999999,"(-0.001,0.5]"
5,x51342y23154,-0.09999999999999998,0.95,0.2250000000000001,"(-0.001,0.5]"
5,x51342y23415,-0.5999999999999999,0.35,0.050000000000000044,"(-0.001,0.5]"
5,x51342y23451,0.19999999999999996,0.7833333333333333,0.3500000000000001,"(-0.001,0.5]"
5,x51342y23514,-0.4999999999999999,0.45,0.025000000000000022,"(-0.001,0.5]"
5,x51342y23541,0.09999999999999998,0.95,0.375,"(-0.001,0.5]"
5,x51342y24135,-0.5999999999999999,0.35,0.1499999999999999,"(-0.001,0.5]"
5,x51342y24153,-0.19999999999999996,0.7833333333333333,0.25,"(-0.001,0.5]"
5,x51342y24315,-0.7999999999999998,0.13333333333333333,0.09999999999999998,"(-0.001,0.5]"
5,x51342y24351,0,1,0.3999999999999999,"(-0.001,0.5]"
5,x51342y24513,-0.5999999999999999,0.35,0.050000000000000044,"(-0.001,0.5]"
5,x51342y24531,-0.19999999999999996,0.7833333333333333,0.25,"(-0.001,0.5]"
5,x51342y25134,-0.6999999999999998,0.23333333333333334,0.17500000000000004,"(-0.001,0.5]"
5,x51342y25143,-0.4999999999999999,0.45,0.32499999999999996,"(-0.001,0.5]"
5,x51342y25314,-0.8999999999999998,0.08333333333333333,0.125,"(-0.001,0.5]"
5,x51342y25341,-0.29999999999999993,0.6833333333333333,0.4750000000000001,"(-0.001,0.5]"
5,x51342y25413,-0.7999999999999998,0.13333333333333333,0.09999999999999998,"(-0.001,0.5]"
5,x51342y25431,-0.3999999999999999,0.5166666666666667,0.30000000000000004,"(-0.001,0.5]"
5,x51342y31245,0.29999999999999993,0.6833333333333333,0.5249999999999999,"(0.5,1]"
5,x51342y31254,0.4999999999999999,0.45,0.4750000000000001,"(-0.001,0.5]"
5,x51342y31425,0.09999999999999998,0.95,0.32499999999999996,"(-0.001,0.5]"
5,x51342y31452,0.6999999999999998,0.23333333333333334,0.575,"(0.5,1]"
5,x51342y31524,0.19999999999999996,0.7833333333333333,0.30000000000000004,"(-0.001,0.5]"
5,x51342y31542,0.5999999999999999,0.35,0.6000000000000001,"(0.5,1]"
5,x51342y32145,0.09999999999999998,0.95,0.42500000000000004,"(-0.001,0.5]"
5,x51342y32154,0.29999999999999993,0.6833333333333333,0.375,"(-0.001,0.5]"
5,x51342y32415,-0.19999999999999996,0.7833333333333333,0.19999999999999996,"(-0.001,0.5]"
5,x51342y32451,0.5999999999999999,0.35,0.5,"(-0.001,0.5]"
5,x51342y32514,-0.09999999999999998,0.95,0.17500000000000004,"(-0.001,0.5]"
5,x51342y32541,0.4999999999999999,0.45,0.5249999999999999,"(0.5,1]"
5,x51342y34125,-0.4999999999999999,0.45,0.17500000000000004,"(-0.001,0.5]"
5,x51342y34152,0.09999999999999998,0.95,0.42500000000000004,"(-0.001,0.5]"
5,x51342y34215,-0.5999999999999999,0.35,0.1499999999999999,"(-0.001,0.5]"
5,x51342y34251,0.19999999999999996,0.7833333333333333,0.44999999999999996,"(-0.001,0.5]"
5,x51342y34512,-0.29999999999999993,0.6833333333333333,0.2250000000000001,"(-0.001,0.5]"
5,x51342y34521,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x51342y35124,-0.5999999999999999,0.35,0.19999999999999996,"(-0.001,0.5]"
5,x51342y35142,-0.19999999999999996,0.7833333333333333,0.5,"(-0.001,0.5]"
5,x51342y35214,-0.6999999999999998,0.23333333333333334,0.17500000000000004,"(-0.001,0.5]"
5,x51342y35241,-0.09999999999999998,0.95,0.5249999999999999,"(0.5,1]"
5,x51342y35412,-0.4999999999999999,0.45,0.2749999999999999,"(-0.001,0.5]"
5,x51342y35421,-0.29999999999999993,0.6833333333333333,0.32499999999999996,"(-0.001,0.5]"
5,x51342y41235,0.3999999999999999,0.5166666666666667,0.55,"(0.5,1]"
5,x51342y41253,0.7999999999999998,0.13333333333333333,0.6499999999999999,"(0.5,1]"
5,x51342y41325,0.29999999999999993,0.6833333333333333,0.5249999999999999,"(0.5,1]"
5,x51342y41352,0.8999999999999998,0.08333333333333333,0.7749999999999999,"(0.5,1]"
5,x51342y41523,0.4999999999999999,0.45,0.4750000000000001,"(-0.001,0.5]"
5,x51342y41532,0.6999999999999998,0.23333333333333334,0.625,"(0.5,1]"
5,x51342y42135,0.19999999999999996,0.7833333333333333,0.44999999999999996,"(-0.001,0.5]"
5,x51342y42153,0.5999999999999999,0.35,0.55,"(0.5,1]"
5,x51342y42315,0,1,0.3999999999999999,"(-0.001,0.5]"
5,x51342y42351,0.7999999999999998,0.13333333333333333,0.7,"(0.5,1]"
5,x51342y42513,0.19999999999999996,0.7833333333333333,0.3500000000000001,"(-0.001,0.5]"
5,x51342y42531,0.5999999999999999,0.35,0.55,"(0.5,1]"
5,x51342y43125,-0.09999999999999998,0.95,0.32499999999999996,"(-0.001,0.5]"
5,x51342y43152,0.4999999999999999,0.45,0.575,"(0.5,1]"
5,x51342y43215,-0.19999999999999996,0.7833333333333333,0.30000000000000004,"(-0.001,0.5]"
5,x51342y43251,0.5999999999999999,0.35,0.6000000000000001,"(0.5,1]"
5,x51342y43512,0.09999999999999998,0.95,0.375,"(-0.001,0.5]"
5,x51342y43521,0.29999999999999993,0.6833333333333333,0.42500000000000004,"(-0.001,0.5]"
5,x51342y45123,-0.29999999999999993,0.6833333333333333,0.375,"(-0.001,0.5]"
5,x51342y45132,-0.09999999999999998,0.95,0.5249999999999999,"(0.5,1]"
5,x51342y45213,-0.3999999999999999,0.5166666666666667,0.3500000000000001,"(-0.001,0.5]"
5,x51342y45231,0,1,0.55,"(0.5,1]"
5,x51342y45312,-0.29999999999999993,0.6833333333333333,0.4750000000000001,"(-0.001,0.5]"
5,x51342y45321,-0.09999999999999998,0.95,0.5249999999999999,"(0.5,1]"
5,x51342y51234,0.6999999999999998,0.23333333333333334,0.7250000000000001,"(0.5,1]"
5,x51342y51243,0.8999999999999998,0.08333333333333333,0.875,"(0.5,1]"
5,x51342y51324,0.5999999999999999,0.35,0.7,"(0.5,1]"
5,x51342y51342,0.9999999999999998,0.016666666666666666,1,"(0.5,1]"
5,x51342y51423,0.6999999999999998,0.23333333333333334,0.675,"(0.5,1]"
5,x51342y51432,0.8999999999999998,0.08333333333333333,0.825,"(0.5,1]"
5,x51342y52134,0.4999999999999999,0.45,0.625,"(0.5,1]"
5,x51342y52143,0.6999999999999998,0.23333333333333334,0.7749999999999999,"(0.5,1]"
5,x51342y52314,0.29999999999999993,0.6833333333333333,0.575,"(0.5,1]"
5,x51342y52341,0.8999999999999998,0.08333333333333333,0.925,"(0.5,1]"
5,x51342y52413,0.3999999999999999,0.5166666666666667,0.55,"(0.5,1]"
5,x51342y52431,0.7999999999999998,0.13333333333333333,0.75,"(0.5,1]"
5,x51342y53124,0.19999999999999996,0.7833333333333333,0.5,"(-0.001,0.5]"
5,x51342y53142,0.5999999999999999,0.35,0.8,"(0.5,1]"
5,x51342y53214,0.09999999999999998,0.95,0.4750000000000001,"(-0.001,0.5]"
5,x51342y53241,0.6999999999999998,0.23333333333333334,0.825,"(0.5,1]"
5,x51342y53412,0.29999999999999993,0.6833333333333333,0.575,"(0.5,1]"
5,x51342y53421,0.4999999999999999,0.45,0.625,"(0.5,1]"
5,x51342y54123,0.09999999999999998,0.95,0.5249999999999999,"(0.5,1]"
5,x51342y54132,0.29999999999999993,0.6833333333333333,0.675,"(0.5,1]"
5,x51342y54213,0,1,0.5,"(-0.001,0.5]"
5,x51342y54231,0.3999999999999999,0.5166666666666667,0.7,"(0.5,1]"
5,x51342y54312,0.09999999999999998,0.95,0.625,"(0.5,1]"
5,x51342y54321,0.29999999999999993,0.6833333333333333,0.675,"(0.5,1]"
5,x51423y12345,-0.29999999999999993,0.6833333333333333,0.125,"(-0.001,0.5]"
5,x51423y12354,-0.3999999999999999,0.5166666666666667,0.1499999999999999,"(-0.001,0.5]"
5,x51423y12435,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x51423y12453,-0.29999999999999993,0.6833333333333333,0.32499999999999996,"(-0.001,0.5]"
5,x51423y12534,0,1,0.25,"(-0.001,0.5]"
5,x51423y12543,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x51423y13245,-0.5999999999999999,0.35,0,"(-0.001,0.5]"
5,x51423y13254,-0.6999999999999998,0.23333333333333334,0.025000000000000022,"(-0.001,0.5]"
5,x51423y13425,-0.19999999999999996,0.7833333333333333,0.30000000000000004,"(-0.001,0.5]"
5,x51423y13452,-0.4999999999999999,0.45,0.2250000000000001,"(-0.001,0.5]"
5,x51423y13524,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x51423y13542,-0.29999999999999993,0.6833333333333333,0.17500000000000004,"(-0.001,0.5]"
5,x51423y14235,-0.6999999999999998,0.23333333333333334,0.025000000000000022,"(-0.001,0.5]"
5,x51423y14253,-0.8999999999999998,0.08333333333333333,0.07499999999999996,"(-0.001,0.5]"
5,x51423y14325,-0.4999999999999999,0.45,0.17500000000000004,"(-0.001,0.5]"
5,x51423y14352,-0.7999999999999998,0.13333333333333333,0.09999999999999998,"(-0.001,0.5]"
5,x51423y14523,-0.29999999999999993,0.6833333333333333,0.32499999999999996,"(-0.001,0.5]"
5,x51423y14532,-0.3999999999999999,0.5166666666666667,0.19999999999999996,"(-0.001,0.5]"
5,x51423y15234,-0.8999999999999998,0.08333333333333333,0.07499999999999996,"(-0.001,0.5]"
5,x51423y15243,-0.9999999999999998,0.016666666666666666,0.09999999999999998,"(-0.001,0.5]"
5,x51423y15324,-0.6999999999999998,0.23333333333333334,0.2250000000000001,"(-0.001,0.5]"
5,x51423y15342,-0.8999999999999998,0.08333333333333333,0.125,"(-0.001,0.5]"
5,x51423y15423,-0.5999999999999999,0.35,0.3999999999999999,"(-0.001,0.5]"
5,x51423y15432,-0.6999999999999998,0.23333333333333334,0.2749999999999999,"(-0.001,0.5]"
5,x51423y21345,0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x51423y21354,0,1,0.30000000000000004,"(-0.001,0.5]"
5,x51423y21435,0.29999999999999993,0.6833333333333333,0.42500000000000004,"(-0.001,0.5]"
5,x51423y21453,0.09999999999999998,0.95,0.4750000000000001,"(-0.001,0.5]"
5,x51423y21534,0.3999999999999999,0.5166666666666667,0.3999999999999999,"(-0.001,0.5]"
5,x51423y21543,0.29999999999999993,0.6833333333333333,0.42500000000000004,"(-0.001,0.5]"
5,x51423y23145,-0.4999999999999999,0.45,0.025000000000000022,"(-0.001,0.5]"
5,x51423y23154,-0.5999999999999999,0.35,0.050000000000000044,"(-0.001,0.5]"
5,x51423y23415,0.09999999999999998,0.95,0.375,"(-0.001,0.5]"
5,x51423y23451,-0.29999999999999993,0.6833333333333333,0.2749999999999999,"(-0.001,0.5]"
5,x51423y23514,0.19999999999999996,0.7833333333333333,0.3500000000000001,"(-0.001,0.5]"
5,x51423y23541,-0.09999999999999998,0.95,0.2250000000000001,"(-0.001,0.5]"
5,x51423y24135,-0.5999999999999999,0.35,0.050000000000000044,"(-0.001,0.5]"
5,x51423y24153,-0.7999999999999998,0.13333333333333333,0.09999999999999998,"(-0.001,0.5]"
5,x51423y24315,-0.19999999999999996,0.7833333333333333,0.25,"(-0.001,0.5]"
5,x51423y24351,-0.5999999999999999,0.35,0.1499999999999999,"(-0.001,0.5]"
5,x51423y24513,0,1,0.3999999999999999,"(-0.001,0.5]"
5,x51423y24531,-0.19999999999999996,0.7833333333333333,0.25,"(-0.001,0.5]"
5,x51423y25134,-0.7999999999999998,0.13333333333333333,0.09999999999999998,"(-0.001,0.5]"
5,x51423y25143,-0.8999999999999998,0.08333333333333333,0.125,"(-0.001,0.5]"
5,x51423y25314,-0.3999999999999999,0.5166666666666667,0.30000000000000004,"(-0.001,0.5]"
5,x51423y25341,-0.6999999999999998,0.23333333333333334,0.17500000000000004,"(-0.001,0.5]"
5,x51423y25413,-0.29999999999999993,0.6833333333333333,0.4750000000000001,"(-0.001,0.5]"
5,x51423y25431,-0.4999999999999999,0.45,0.32499999999999996,"(-0.001,0.5]"
5,x51423y31245,0.19999999999999996,0.7833333333333333,0.30000000000000004,"(-0.001,0.5]"
5,x51423y31254,0.09999999999999998,0.95,0.32499999999999996,"(-0.001,0.5]"
5,x51423y31425,0.5999999999999999,0.35,0.6000000000000001,"(0.5,1]"
5,x51423y31452,0.29999999999999993,0.6833333333333333,0.5249999999999999,"(0.5,1]"
5,x51423y31524,0.6999999999999998,0.23333333333333334,0.575,"(0.5,1]"
5,x51423y31542,0.4999999999999999,0.45,0.4750000000000001,"(-0.001,0.5]"
5,x51423y32145,-0.09999999999999998,0.95,0.17500000000000004,"(-0.001,0.5]"
5,x51423y32154,-0.19999999999999996,0.7833333333333333,0.19999999999999996,"(-0.001,0.5]"
5,x51423y32415,0.4999999999999999,0.45,0.5249999999999999,"(0.5,1]"
5,x51423y32451,0.09999999999999998,0.95,0.42500000000000004,"(-0.001,0.5]"
5,x51423y32514,0.5999999999999999,0.35,0.5,"(-0.001,0.5]"
5,x51423y32541,0.29999999999999993,0.6833333333333333,0.375,"(-0.001,0.5]"
5,x51423y34125,-0.29999999999999993,0.6833333333333333,0.2250000000000001,"(-0.001,0.5]"
5,x51423y34152,-0.5999999999999999,0.35,0.1499999999999999,"(-0.001,0.5]"
5,x51423y34215,-0.09999999999999998,0.95,0.2749999999999999,"(-0.001,0.5]"
5,x51423y34251,-0.4999999999999999,0.45,0.17500000000000004,"(-0.001,0.5]"
5,x51423y34512,0.19999999999999996,0.7833333333333333,0.44999999999999996,"(-0.001,0.5]"
5,x51423y34521,0.09999999999999998,0.95,0.42500000000000004,"(-0.001,0.5]"
5,x51423y35124,-0.4999999999999999,0.45,0.2749999999999999,"(-0.001,0.5]"
5,x51423y35142,-0.6999999999999998,0.23333333333333334,0.17500000000000004,"(-0.001,0.5]"
5,x51423y35214,-0.29999999999999993,0.6833333333333333,0.32499999999999996,"(-0.001,0.5]"
5,x51423y35241,-0.5999999999999999,0.35,0.19999999999999996,"(-0.001,0.5]"
5,x51423y35412,-0.09999999999999998,0.95,0.5249999999999999,"(0.5,1]"
5,x51423y35421,-0.19999999999999996,0.7833333333333333,0.5,"(-0.001,0.5]"
5,x51423y41235,0.4999999999999999,0.45,0.4750000000000001,"(-0.001,0.5]"
5,x51423y41253,0.29999999999999993,0.6833333333333333,0.5249999999999999,"(0.5,1]"
5,x51423y41325,0.6999999999999998,0.23333333333333334,0.625,"(0.5,1]"
5,x51423y41352,0.3999999999999999,0.5166666666666667,0.55,"(0.5,1]"
5,x51423y41523,0.8999999999999998,0.08333333333333333,0.7749999999999999,"(0.5,1]"
5,x51423y41532,0.7999999999999998,0.13333333333333333,0.6499999999999999,"(0.5,1]"
5,x51423y42135,0.19999999999999996,0.7833333333333333,0.3500000000000001,"(-0.001,0.5]"
5,x51423y42153,0,1,0.3999999999999999,"(-0.001,0.5]"
5,x51423y42315,0.5999999999999999,0.35,0.55,"(0.5,1]"
5,x51423y42351,0.19999999999999996,0.7833333333333333,0.44999999999999996,"(-0.001,0.5]"
5,x51423y42513,0.7999999999999998,0.13333333333333333,0.7,"(0.5,1]"
5,x51423y42531,0.5999999999999999,0.35,0.55,"(0.5,1]"
5,x51423y43125,0.09999999999999998,0.95,0.375,"(-0.001,0.5]"
5,x51423y43152,-0.19999999999999996,0.7833333333333333,0.30000000000000004,"(-0.001,0.5]"
5,x51423y43215,0.29999999999999993,0.6833333333333333,0.42500000000000004,"(-0.001,0.5]"
5,x51423y43251,-0.09999999999999998,0.95,0.32499999999999996,"(-0.001,0.5]"
5,x51423y43512,0.5999999999999999,0.35,0.6000000000000001,"(0.5,1]"
5,x51423y43521,0.4999999999999999,0.45,0.575,"(0.5,1]"
5,x51423y45123,-0.29999999999999993,0.6833333333333333,0.4750000000000001,"(-0.001,0.5]"
5,x51423y45132,-0.3999999999999999,0.5166666666666667,0.3500000000000001,"(-0.001,0.5]"
5,x51423y45213,-0.09999999999999998,0.95,0.5249999999999999,"(0.5,1]"
5,x51423y45231,-0.29999999999999993,0.6833333333333333,0.375,"(-0.001,0.5]"
5,x51423y45312,0,1,0.55,"(0.5,1]"
5,x51423y45321,-0.09999999999999998,0.95,0.5249999999999999,"(0.5,1]"
5,x51423y51234,0.6999999999999998,0.23333333333333334,0.675,"(0.5,1]"
5,x51423y51243,0.5999999999999999,0.35,0.7,"(0.5,1]"
5,x51423y51324,0.8999999999999998,0.08333333333333333,0.825,"(0.5,1]"
5,x51423y51342,0.6999999999999998,0.23333333333333334,0.7250000000000001,"(0.5,1]"
5,x51423y51423,0.9999999999999998,0.016666666666666666,1,"(0.5,1]"
5,x51423y51432,0.8999999999999998,0.08333333333333333,0.875,"(0.5,1]"
5,x51423y52134,0.3999999999999999,0.5166666666666667,0.55,"(0.5,1]"
5,x51423y52143,0.29999999999999993,0.6833333333333333,0.575,"(0.5,1]"
5,x51423y52314,0.7999999999999998,0.13333333333333333,0.75,"(0.5,1]"
5,x51423y52341,0.4999999999999999,0.45,0.625,"(0.5,1]"
5,x51423y52413,0.8999999999999998,0.08333333333333333,0.925,"(0.5,1]"
5,x51423y52431,0.6999999999999998,0.23333333333333334,0.7749999999999999,"(0.5,1]"
5,x51423y53124,0.29999999999999993,0.6833333333333333,0.575,"(0.5,1]"
5,x51423y53142,0.09999999999999998,0.95,0.4750000000000001,"(-0.001,0.5]"
5,x51423y53214,0.4999999999999999,0.45,0.625,"(0.5,1]"
5,x51423y53241,0.19999999999999996,0.7833333333333333,0.5,"(-0.001,0.5]"
5,x51423y53412,0.6999999999999998,0.23333333333333334,0.825,"(0.5,1]"
5,x51423y53421,0.5999999999999999,0.35,0.8,"(0.5,1]"
5,x51423y54123,0.09999999999999998,0.95,0.625,"(0.5,1]"
5,x51423y54132,0,1,0.5,"(-0.001,0.5]"
