n,grp,estimate,p.value,mntc_distinv,mntc_tier2
3,x123y123,1,0.3333333333333333,1,"(0.5,1]"
3,x123y132,0.5,1,0.44444444444444436,"(-0.001,0.5]"
3,x123y213,0.5,1,0.6666666666666666,"(0.5,1]"
3,x123y231,-0.5,1,0,"(-0.001,0.5]"
3,x123y312,-0.5,1,0.22222222222222218,"(-0.001,0.5]"
3,x123y321,-1,0.3333333333333333,0.11111111111111116,"(-0.001,0.5]"
3,x132y123,0.5,1,0.44444444444444436,"(-0.001,0.5]"
3,x132y132,1,0.3333333333333333,1,"(0.5,1]"
3,x132y213,-0.5,1,0,"(-0.001,0.5]"
3,x132y231,0.5,1,0.6666666666666666,"(0.5,1]"
3,x132y312,-1,0.3333333333333333,0.11111111111111116,"(-0.001,0.5]"
3,x132y321,-0.5,1,0.22222222222222218,"(-0.001,0.5]"
3,x213y123,0.5,1,0.6666666666666666,"(0.5,1]"
3,x213y132,-0.5,1,0.22222222222222218,"(-0.001,0.5]"
3,x213y213,1,0.3333333333333333,1,"(0.5,1]"
3,x213y231,-1,0.3333333333333333,0.11111111111111116,"(-0.001,0.5]"
3,x213y312,0.5,1,0.44444444444444436,"(-0.001,0.5]"
3,x213y321,-0.5,1,0,"(-0.001,0.5]"
3,x231y123,-0.5,1,0.22222222222222218,"(-0.001,0.5]"
3,x231y132,0.5,1,0.6666666666666666,"(0.5,1]"
3,x231y213,-1,0.3333333333333333,0.11111111111111116,"(-0.001,0.5]"
3,x231y231,1,0.3333333333333333,1,"(0.5,1]"
3,x231y312,-0.5,1,0,"(-0.001,0.5]"
3,x231y321,0.5,1,0.44444444444444436,"(-0.001,0.5]"
3,x312y123,-0.5,1,0,"(-0.001,0.5]"
3,x312y132,-1,0.3333333333333333,0.11111111111111116,"(-0.001,0.5]"
3,x312y213,0.5,1,0.44444444444444436,"(-0.001,0.5]"
3,x312y231,-0.5,1,0.22222222222222218,"(-0.001,0.5]"
3,x312y312,1,0.3333333333333333,1,"(0.5,1]"
3,x312y321,0.5,1,0.6666666666666666,"(0.5,1]"
3,x321y123,-1,0.3333333333333333,0.11111111111111116,"(-0.001,0.5]"
3,x321y132,-0.5,1,0,"(-0.001,0.5]"
3,x321y213,-0.5,1,0.22222222222222218,"(-0.001,0.5]"
3,x321y231,0.5,1,0.44444444444444436,"(-0.001,0.5]"
3,x321y312,0.5,1,0.6666666666666666,"(0.5,1]"
3,x321y321,1,0.3333333333333333,1,"(0.5,1]"
4,x1234y1234,1,0.08333333333333333,1,"(0.5,1]"
4,x1234y1243,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x1234y1324,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x1234y1342,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x1234y1423,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x1234y1432,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x1234y2134,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x1234y2143,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x1234y2314,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x1234y2341,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x1234y2413,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x1234y2431,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x1234y3124,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x1234y3142,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x1234y3214,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x1234y3241,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x1234y3412,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x1234y3421,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x1234y4123,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x1234y4132,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x1234y4213,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x1234y4231,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x1234y4312,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x1234y4321,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x1243y1234,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x1243y1243,1,0.08333333333333333,1,"(0.5,1]"
4,x1243y1324,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x1243y1342,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x1243y1423,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x1243y1432,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x1243y2134,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x1243y2143,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x1243y2314,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x1243y2341,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x1243y2413,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x1243y2431,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x1243y3124,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x1243y3142,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x1243y3214,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x1243y3241,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x1243y3412,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x1243y3421,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x1243y4123,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x1243y4132,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x1243y4213,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x1243y4231,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x1243y4312,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x1243y4321,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x1324y1234,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x1324y1243,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x1324y1324,1,0.08333333333333333,1,"(0.5,1]"
4,x1324y1342,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x1324y1423,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x1324y1432,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x1324y2134,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x1324y2143,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x1324y2314,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x1324y2341,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x1324y2413,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x1324y2431,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x1324y3124,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x1324y3142,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x1324y3214,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x1324y3241,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x1324y3412,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x1324y3421,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x1324y4123,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x1324y4132,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x1324y4213,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x1324y4231,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x1324y4312,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x1324y4321,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x1342y1234,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x1342y1243,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x1342y1324,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x1342y1342,1,0.08333333333333333,1,"(0.5,1]"
4,x1342y1423,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x1342y1432,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x1342y2134,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x1342y2143,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x1342y2314,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x1342y2341,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x1342y2413,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x1342y2431,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x1342y3124,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x1342y3142,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x1342y3214,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x1342y3241,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x1342y3412,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x1342y3421,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x1342y4123,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x1342y4132,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x1342y4213,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x1342y4231,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x1342y4312,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x1342y4321,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x1423y1234,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x1423y1243,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x1423y1324,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x1423y1342,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x1423y1423,1,0.08333333333333333,1,"(0.5,1]"
4,x1423y1432,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x1423y2134,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x1423y2143,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x1423y2314,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x1423y2341,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x1423y2413,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x1423y2431,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x1423y3124,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x1423y3142,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x1423y3214,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x1423y3241,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x1423y3412,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x1423y3421,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x1423y4123,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x1423y4132,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x1423y4213,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x1423y4231,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x1423y4312,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x1423y4321,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x1432y1234,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x1432y1243,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x1432y1324,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x1432y1342,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x1432y1423,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x1432y1432,1,0.08333333333333333,1,"(0.5,1]"
4,x1432y2134,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x1432y2143,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x1432y2314,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x1432y2341,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x1432y2413,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x1432y2431,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x1432y3124,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x1432y3142,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x1432y3214,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x1432y3241,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x1432y3412,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x1432y3421,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x1432y4123,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x1432y4132,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x1432y4213,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x1432y4231,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x1432y4312,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x1432y4321,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x2134y1234,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x2134y1243,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x2134y1324,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x2134y1342,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x2134y1423,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x2134y1432,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x2134y2134,1,0.08333333333333333,1,"(0.5,1]"
4,x2134y2143,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x2134y2314,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x2134y2341,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x2134y2413,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x2134y2431,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x2134y3124,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x2134y3142,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x2134y3214,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x2134y3241,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x2134y3412,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x2134y3421,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x2134y4123,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x2134y4132,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x2134y4213,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x2134y4231,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x2134y4312,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x2134y4321,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x2143y1234,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x2143y1243,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x2143y1324,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x2143y1342,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x2143y1423,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x2143y1432,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x2143y2134,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x2143y2143,1,0.08333333333333333,1,"(0.5,1]"
4,x2143y2314,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x2143y2341,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x2143y2413,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x2143y2431,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x2143y3124,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x2143y3142,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x2143y3214,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x2143y3241,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x2143y3412,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x2143y3421,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x2143y4123,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x2143y4132,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x2143y4213,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x2143y4231,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x2143y4312,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x2143y4321,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x2314y1234,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x2314y1243,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x2314y1324,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x2314y1342,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x2314y1423,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x2314y1432,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x2314y2134,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x2314y2143,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x2314y2314,1,0.08333333333333333,1,"(0.5,1]"
4,x2314y2341,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x2314y2413,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x2314y2431,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x2314y3124,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x2314y3142,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x2314y3214,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x2314y3241,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x2314y3412,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x2314y3421,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x2314y4123,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x2314y4132,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x2314y4213,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x2314y4231,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x2314y4312,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x2314y4321,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x2341y1234,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x2341y1243,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x2341y1324,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x2341y1342,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x2341y1423,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x2341y1432,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x2341y2134,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x2341y2143,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x2341y2314,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x2341y2341,1,0.08333333333333333,1,"(0.5,1]"
4,x2341y2413,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x2341y2431,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x2341y3124,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x2341y3142,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x2341y3214,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x2341y3241,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x2341y3412,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x2341y3421,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x2341y4123,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x2341y4132,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x2341y4213,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x2341y4231,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x2341y4312,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x2341y4321,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x2413y1234,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x2413y1243,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x2413y1324,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x2413y1342,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x2413y1423,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x2413y1432,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x2413y2134,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x2413y2143,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x2413y2314,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x2413y2341,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x2413y2413,1,0.08333333333333333,1,"(0.5,1]"
4,x2413y2431,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x2413y3124,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x2413y3142,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x2413y3214,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x2413y3241,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x2413y3412,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x2413y3421,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x2413y4123,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x2413y4132,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x2413y4213,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x2413y4231,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x2413y4312,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x2413y4321,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x2431y1234,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x2431y1243,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x2431y1324,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x2431y1342,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x2431y1423,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x2431y1432,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x2431y2134,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x2431y2143,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x2431y2314,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x2431y2341,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x2431y2413,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x2431y2431,1,0.08333333333333333,1,"(0.5,1]"
4,x2431y3124,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x2431y3142,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x2431y3214,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x2431y3241,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x2431y3412,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x2431y3421,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x2431y4123,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x2431y4132,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x2431y4213,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x2431y4231,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x2431y4312,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x2431y4321,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x3124y1234,0.4,0.75,0.5714285714285714,"(0.5,1]"
4,x3124y1243,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x3124y1324,0.2,0.9166666666666666,0.6190476190476191,"(0.5,1]"
4,x3124y1342,-0.6000000000000001,0.4166666666666667,0.047619047619047616,"(-0.001,0.5]"
4,x3124y1423,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x3124y1432,-0.8,0.3333333333333333,0.09523809523809523,"(-0.001,0.5]"
4,x3124y2134,0.8,0.3333333333333333,0.7619047619047619,"(0.5,1]"
4,x3124y2143,0.4,0.75,0.47619047619047616,"(-0.001,0.5]"
4,x3124y2314,0.4,0.75,0.6666666666666666,"(0.5,1]"
4,x3124y2341,-0.8,0.3333333333333333,0,"(-0.001,0.5]"
4,x3124y2413,-0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x3124y2431,-1,0.08333333333333333,0.047619047619047616,"(-0.001,0.5]"
4,x3124y3124,1,0.08333333333333333,1,"(0.5,1]"
4,x3124y3142,0.2,0.9166666666666666,0.42857142857142855,"(-0.001,0.5]"
4,x3124y3214,0.8,0.3333333333333333,0.8571428571428571,"(0.5,1]"
4,x3124y3241,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x3124y3412,-0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x3124y3421,-0.8,0.3333333333333333,0.2857142857142857,"(-0.001,0.5]"
4,x3124y4123,0.8,0.3333333333333333,0.6666666666666666,"(0.5,1]"
4,x3124y4132,0.4,0.75,0.38095238095238093,"(-0.001,0.5]"
4,x3124y4213,0.6000000000000001,0.4166666666666667,0.5238095238095238,"(0.5,1]"
4,x3124y4231,-0.2,0.9166666666666666,0.14285714285714285,"(-0.001,0.5]"
4,x3124y4312,0,1,0.2857142857142857,"(-0.001,0.5]"
4,x3124y4321,-0.4,0.75,0.19047619047619047,"(-0.001,0.5]"
4,x3142y1234,0,1,0.2857142857142857,"(-0.001,0.5]"
